ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
2382,Olgierd,Gowin,mężczyzna,07-09-1987,ulica Willowa 42/29 61-467 Lublin,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
2383,Ewelina,Kierepka,kobieta,24-12-1986,pl. Borówkowa 797 89-073 Zduńska Wola,['Zaangażowany Twórca']
2384,Ewelina,Krysik,kobieta,15-09-2000,ul. Przechodnia 67 23-927 Jawor,['Ambitny Naukowiec']
2385,Rafał,Hetmańczyk,mężczyzna,25-04-2001,ulica Skargi 213 65-069 Żory,['Ambitny Naukowiec']
2386,Tomasz,Pawlaczek,mężczyzna,26-06-1989,plac Dojazdowa 80/34 23-747 Bolesławiec,[]
2387,Jacek,Podgórna,mężczyzna,28-09-1986,al. Srebrna 88 23-735 Gorzów Wielkopolski,"['Ambitny Naukowiec', 'Wielki Odkrywca']"
2388,Szymon,Ośko,mężczyzna,25-07-2001,ul. Jastrzębia 65/88 45-711 Sandomierz,['Mistrz Kodowania']
2389,Adrianna,Sierpień,kobieta,15-04-1986,pl. Bolesława Krzywoustego 78/19 16-337 Lubliniec,[]
2390,Filip,Jędraszek,mężczyzna,04-08-1994,pl. Kalinowa 92/21 40-218 Wałbrzych,['Mistrz Kodowania']
2391,Iwo,Sawko,mężczyzna,05-05-1995,al. Boczna 842 04-171 Inowrocław,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
2392,Ryszard,Kozok,mężczyzna,19-10-1987,al. Piekarska 064 03-272 Świnoujście,"['Ekspercki Analizator Danych', 'Innowacyjny Programista']"
2393,Marika,Nagórka,kobieta,25-02-1996,aleja Jesienna 16 11-491 Zabrze,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Wielki Odkrywca', 'Guru Matematyki']"
2394,Gabriel,Sypek,mężczyzna,16-05-1997,al. Mazurska 51 97-090 Pabianice,"['Ambitny Naukowiec', 'Wielki Odkrywca', 'Zaangażowany Twórca']"
2395,Bruno,Soliwoda,mężczyzna,22-04-1985,ul. Klonowa 54 88-963 Ełk,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
2396,Gaja,Kojder,kobieta,10-04-1994,pl. Głowackiego 29 77-281 Piastów,"['Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Kreatywny Problem Solver']"
2397,Krystyna,Wasilewicz,kobieta,05-04-2000,ul. Krokusowa 478 11-840 Lubin,"['Technologiczny Wizjoner', 'Technologiczny Wizjoner', 'Ambitny Naukowiec']"
2398,Robert,Kazior,mężczyzna,10-09-1985,ul. Spółdzielcza 940 88-982 Kościerzyna,"['Innowacyjny Programista', 'Guru Matematyki', 'Mistrz Kodowania', 'Innowacyjny Programista']"
2399,Julian,Stojak,mężczyzna,19-02-1995,ulica Skrajna 86/60 84-340 Cieszyn,"['Doskonały Komunikator', 'Doskonały Komunikator', 'Ambitny Naukowiec']"
2400,Arkadiusz,Guzdek,mężczyzna,05-09-1985,aleja Grunwaldzka 30/61 42-317 Mikołów,[]
2401,Karol,Posmyk,mężczyzna,25-11-1994,ulica Tartaczna 109 32-374 Sopot,['Zaangażowany Twórca']
2402,Elżbieta,Irzyk,kobieta,08-08-1985,plac Majowa 207 01-214 Zambrów,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Guru Matematyki']"
2403,Igor,Osada,mężczyzna,27-07-2001,plac Klonowa 117 64-312 Środa Wielkopolska,"['Mistrz Kodowania', 'Guru Matematyki', 'Zaangażowany Twórca']"
2404,Jerzy,Ligenza,mężczyzna,22-12-1990,pl. Wiśniowa 78/07 14-731 Bolesławiec,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
2405,Sebastian,Sumera,mężczyzna,03-06-1999,al. Miodowa 06/37 09-900 Wieluń,[]
2406,Dorota,Pyrkosz,kobieta,15-05-1995,aleja Złota 59/05 91-285 Puławy,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Technologiczny Wizjoner']"
2407,Maurycy,Borczyk,mężczyzna,21-04-1992,ulica Handlowa 04/96 77-089 Ząbki,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
2408,Inga,Makar,kobieta,22-08-1983,ulica Sucharskiego 40/21 50-612 Gliwice,"['Guru Matematyki', 'Mistrz Kodowania', 'Guru Matematyki', 'Technologiczny Wizjoner']"
2409,Maurycy,Marach,mężczyzna,27-01-1996,plac Grunwaldzka 517 88-171 Biłgoraj,['Kreatywny Problem Solver']
2410,Ryszard,Bazela,mężczyzna,02-05-1990,ul. Konstytucji 3 Maja 10 23-198 Kołobrzeg,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Wielki Odkrywca', 'Mistrz Kodowania']"
2411,Mariusz,Kuciel,mężczyzna,13-08-1996,ul. Żytnia 595 67-692 Jawor,[]
2412,Maks,Mirgos,mężczyzna,18-02-1988,al. Maczka 946 94-595 Ciechanów,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Mistrz Kodowania']"
2413,Olaf,Janisz,mężczyzna,13-03-1987,pl. Wojska Polskiego 794 86-238 Giżycko,"['Wielki Odkrywca', 'Innowacyjny Programista']"
2414,Leonard,Bazylewicz,mężczyzna,06-02-1992,aleja Pomorska 58 74-423 Skarżysko-Kamienna,"['Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Guru Matematyki', 'Innowacyjny Programista']"
2415,Krystyna,Labudda,kobieta,17-09-1994,aleja Jana III Sobieskiego 83/44 85-248 Krotoszyn,"['Zaangażowany Twórca', 'Guru Matematyki', 'Doskonały Komunikator']"
2416,Wiktor,Zamora,mężczyzna,06-01-1997,aleja Jastrzębia 00 78-145 Wejherowo,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Mistrz Kodowania', 'Kreatywny Problem Solver']"
2417,Tola,Rduch,kobieta,22-10-2000,al. Jagiellońska 071 45-295 Inowrocław,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Ambitny Naukowiec']"
2418,Adrianna,Wrochna,kobieta,06-07-1999,ul. Krasickiego 77/62 55-612 Wągrowiec,['Doskonały Komunikator']
2419,Ida,Dziewa,kobieta,08-01-1985,aleja Brzoskwiniowa 14 89-940 Wągrowiec,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Guru Matematyki']"
2420,Alex,Gzyl,mężczyzna,13-05-1984,ulica Gałczynskiego 549 86-128 Wieluń,"['Wielki Odkrywca', 'Ambitny Naukowiec']"
2421,Stefan,Wydrych,mężczyzna,26-08-1990,aleja Diamentowa 45/71 54-020 Ełk,['Ekspercki Analizator Danych']
2422,Miłosz,Hojda,mężczyzna,01-04-1987,aleja Kościelna 509 70-192 Luboń,[]
2423,Cyprian,Szwałek,mężczyzna,06-07-1989,aleja Czarnieckiego 900 49-423 Grodzisk Mazowiecki,[]
2424,Aurelia,Dyjas,kobieta,10-05-1992,ulica Łączna 662 38-970 Tomaszów Mazowiecki,['Innowacyjny Programista']
2425,Adrianna,Karwot,kobieta,08-01-1988,pl. Dolna 994 13-616 Gorzów Wielkopolski,"['Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Doskonały Komunikator']"
2426,Kamila,Durlik,kobieta,01-06-2003,pl. Władysława Łokietka 227 59-198 Myszków,['Ekspercki Analizator Danych']
2427,Kamila,Grzeszkowiak,kobieta,13-09-1994,aleja Matejki 41 87-027 Zawiercie,['Innowacyjny Programista']
2428,Eliza,Olchawa,kobieta,06-11-1991,pl. Letniskowa 03/34 79-985 Bielawa,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Ekspercki Analizator Danych']"
2429,Karol,Feliksiak,mężczyzna,12-04-1983,al. Krasińskiego 81/30 80-950 Rumia,['Mistrz Kodowania']
2430,Sonia,Matla,kobieta,23-03-1991,al. Mała 823 58-506 Ostrów Mazowiecka,[]
2431,Artur,Szymańczyk,mężczyzna,08-07-1996,ul. Korczaka 11 07-497 Białogard,['Guru Matematyki']
2432,Krystian,Hałat,mężczyzna,07-09-1992,aleja Strażacka 677 93-887 Grudziądz,['Innowacyjny Programista']
2433,Kazimierz,Ciemięga,mężczyzna,15-02-1988,al. Chmielna 20 83-477 Skierniewice,['Kreatywny Problem Solver']
2434,Sandra,Welc,kobieta,30-08-1995,al. Tulipanowa 288 23-494 Pszczyna,"['Innowacyjny Programista', 'Guru Matematyki', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
2435,Fryderyk,Hrabia,mężczyzna,01-08-2005,al. Piękna 19/06 09-851 Łowicz,"['Wielki Odkrywca', 'Innowacyjny Programista']"
2436,Wojciech,Stożek,mężczyzna,18-09-1985,ul. Maczka 317 88-201 Kołobrzeg,['Ekspercki Analizator Danych']
2437,Kalina,Domżał,kobieta,27-02-1996,ul. Plater 27 32-116 Jawor,[]
2438,Alex,Miąsko,mężczyzna,18-05-2002,aleja Przemysłowa 601 83-638 Sandomierz,"['Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
2439,Damian,Zapiór,mężczyzna,21-01-2002,plac Konstytucji 3 Maja 05/29 58-859 Grudziądz,"['Doskonały Komunikator', 'Wielki Odkrywca']"
2440,Witold,Łudzik,mężczyzna,06-08-1998,aleja Skargi 479 72-371 Augustów,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Zaangażowany Twórca']"
2441,Wiktor,Czesak,mężczyzna,21-07-2004,pl. Piaskowa 57/33 84-496 Turek,[]
2442,Melania,Szelest,kobieta,21-11-1995,pl. Poprzeczna 42 90-869 Mińsk Mazowiecki,"['Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
2443,Aurelia,Faryna,kobieta,21-05-2004,ul. Makuszyńskiego 47 53-656 Reda,['Technologiczny Wizjoner']
2444,Szymon,Okraska,mężczyzna,03-09-1990,aleja Poniatowskiego 75 62-231 Giżycko,[]
2445,Maciej,Trzmiel,mężczyzna,23-12-1991,ulica Pszenna 837 62-627 Bielsk Podlaski,['Ambitny Naukowiec']
2446,Alex,Kulon,mężczyzna,08-07-2000,pl. Piękna 35 89-108 Czerwionka-Leszczyny,['Innowacyjny Programista']
2447,Marcelina,Drobisz,kobieta,07-02-1997,al. Mickiewicza 54 45-931 Pabianice,[]
2448,Franciszek,Ławniczek,mężczyzna,11-04-2004,al. Hallera 046 32-272 Żyrardów,"['Zaangażowany Twórca', 'Kreatywny Problem Solver']"
2449,Julianna,Juszczuk,kobieta,21-12-2004,plac Rataja 946 35-753 Tarnobrzeg,"['Zaangażowany Twórca', 'Mistrz Kodowania']"
2450,Aniela,Fidler,kobieta,10-06-1993,plac Okulickiego 36/45 07-990 Elbląg,[]
2451,Anita,Kruś,kobieta,30-01-1993,ul. Krasickiego 151 48-023 Katowice,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
2452,Olga,Borysiak,kobieta,17-03-1997,plac Opolska 99/08 22-408 Koło,"['Guru Matematyki', 'Wielki Odkrywca', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych']"
2453,Kazimierz,Szram,mężczyzna,18-08-1988,ul. Rycerska 56/13 95-977 Radomsko,[]
2454,Krystyna,Koman,kobieta,28-02-1993,ulica Reja 87/43 68-114 Szczytno,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
2455,Kornelia,Sromek,kobieta,01-09-1992,ul. Jeziorna 18/64 23-520 Sanok,"['Zaangażowany Twórca', 'Wielki Odkrywca']"
2456,Lidia,Łaszczyk,kobieta,29-02-2000,plac Nadrzeczna 06 75-558 Poznań,['Ambitny Naukowiec']
2457,Krzysztof,Malcharek,mężczyzna,04-06-1993,ul. Zakole 762 28-847 Nowy Targ,"['Guru Matematyki', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
2458,Elżbieta,Hadała,kobieta,30-11-1988,aleja Rózana 138 13-202 Piotrków Trybunalski,[]
2459,Antoni,Wyskiel,mężczyzna,18-05-1995,al. Sportowa 86 05-293 Elbląg,"['Doskonały Komunikator', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
2460,Filip,Puła,mężczyzna,27-06-1994,aleja Poznańska 106 92-890 Zabrze,['Wielki Odkrywca']
2461,Aurelia,Soczówka,kobieta,26-06-2001,ul. Bydgoska 92 04-918 Szczecinek,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
2462,Aleks,Krzyszczak,mężczyzna,08-05-1986,aleja Witosa 17/95 16-044 Jawor,"['Innowacyjny Programista', 'Mistrz Kodowania', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
2463,Eliza,Sykut,kobieta,10-12-2001,plac Kamienna 428 77-721 Puławy,"['Technologiczny Wizjoner', 'Doskonały Komunikator', 'Mistrz Kodowania', 'Guru Matematyki']"
2464,Urszula,Ceran,kobieta,27-04-1995,aleja Długa 25 49-499 Knurów,['Innowacyjny Programista']
2465,Damian,Wiercigroch,mężczyzna,02-01-1993,al. Wiatraczna 89 52-665 Świętochłowice,"['Innowacyjny Programista', 'Guru Matematyki', 'Innowacyjny Programista']"
2466,Nikodem,Pelka,mężczyzna,03-03-1986,ul. Gałczynskiego 87/05 13-424 Łowicz,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Doskonały Komunikator', 'Technologiczny Wizjoner']"
2467,Jerzy,Wołos,mężczyzna,07-04-1988,ul. Brzoskwiniowa 231 34-594 Bolesławiec,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Technologiczny Wizjoner']"
2468,Cezary,Furgał,mężczyzna,04-11-2000,aleja Przechodnia 94 62-634 Koło,['Guru Matematyki']
2469,Marcel,Wałdoch,mężczyzna,10-02-1983,pl. Księżycowa 69/32 33-239 Pabianice,"['Doskonały Komunikator', 'Guru Matematyki']"
2470,Konrad,Rzucidło,mężczyzna,25-10-1991,al. Tuwima 58 36-534 Rumia,['Kreatywny Problem Solver']
2471,Elżbieta,Balik,kobieta,24-10-1994,pl. Szpitalna 12 51-502 Police,['Zaangażowany Twórca']
2472,Alan,Łosiak,mężczyzna,05-06-2002,ul. Borowa 09 83-340 Ełk,"['Technologiczny Wizjoner', 'Innowacyjny Programista', 'Technologiczny Wizjoner', 'Guru Matematyki']"
2473,Jakub,Gregorczuk,mężczyzna,03-05-2001,pl. Jesionowa 040 65-164 Piastów,['Innowacyjny Programista']
2474,Antoni,Sobieszczyk,mężczyzna,05-03-1983,ulica Wałowa 76/64 65-081 Łódź,[]
2475,Kazimierz,Amanowicz,mężczyzna,29-08-1993,aleja Pocztowa 15/67 58-469 Stargard Szczeciński,[]
2476,Daniel,Bejger,mężczyzna,12-04-1999,ul. Szarych Szeregów 21/94 34-461 Nowa Ruda,"['Wielki Odkrywca', 'Technologiczny Wizjoner']"
2477,Gustaw,Dąbroś,mężczyzna,21-08-2003,al. Głowackiego 51/47 83-635 Koszalin,[]
2478,Leon,Hutnik,mężczyzna,18-11-1986,ul. Piaskowa 470 50-356 Lubin,"['Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
2479,Fryderyk,Pokusa,mężczyzna,06-12-1989,plac Fabryczna 22 70-860 Sanok,[]
2480,Rozalia,Hałka,kobieta,18-12-1982,aleja Perłowa 533 74-072 Jarosław,[]
2481,Cyprian,Wojtak,mężczyzna,08-03-1994,plac Jaśminowa 373 52-448 Bydgoszcz,['Wielki Odkrywca']
2482,Rozalia,Jereczek,kobieta,01-06-1994,al. Żeromskiego 29/28 12-161 Przemyśl,"['Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
2483,Rafał,Wojtiuk,mężczyzna,15-06-1996,al. Skargi 28 71-423 Cieszyn,"['Wielki Odkrywca', 'Innowacyjny Programista', 'Ambitny Naukowiec', 'Ambitny Naukowiec']"
2484,Alan,Banak,mężczyzna,25-09-1995,plac Krzywa 72/75 10-434 Starogard Gdański,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Innowacyjny Programista', 'Guru Matematyki']"
2485,Ewelina,Matus,kobieta,24-11-2001,ul. Topolowa 49/53 56-636 Siemianowice Śląskie,[]
2486,Przemysław,Szajda,mężczyzna,14-03-2000,plac Podgórna 27/72 51-016 Warszawa,"['Zaangażowany Twórca', 'Wielki Odkrywca']"
2487,Janina,Cyroń,kobieta,22-02-1991,ul. Kochanowskiego 160 12-193 Inowrocław,"['Technologiczny Wizjoner', 'Zaangażowany Twórca']"
2488,Gaja,Kupaj,kobieta,29-10-2004,ulica Powstańców Śląskich 84 76-841 Świdnik,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Guru Matematyki']"
2489,Bartek,Krystkowiak,mężczyzna,29-03-1999,ul. Bema 45 18-880 Żyrardów,"['Mistrz Kodowania', 'Guru Matematyki']"
2490,Aleks,Ruchała,mężczyzna,27-04-1983,al. Słonecznikowa 41 24-077 Knurów,"['Guru Matematyki', 'Zaangażowany Twórca', 'Guru Matematyki', 'Ambitny Naukowiec']"
2491,Ernest,Kuciak,mężczyzna,22-07-1997,al. Strzelecka 66 05-629 Ostrowiec Świętokrzyski,"['Wielki Odkrywca', 'Doskonały Komunikator', 'Guru Matematyki']"
2492,Monika,Baszak,kobieta,29-03-1988,ulica Willowa 32 26-467 Radomsko,"['Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Zaangażowany Twórca', 'Zaangażowany Twórca']"
2493,Marika,Mały,kobieta,09-01-2001,ulica Szczęśliwa 56 88-063 Jarocin,['Technologiczny Wizjoner']
2494,Gustaw,Skowyra,mężczyzna,23-07-2005,pl. Morska 87/76 01-114 Tczew,"['Guru Matematyki', 'Innowacyjny Programista', 'Wielki Odkrywca']"
2495,Liwia,Kajdas,kobieta,07-11-1983,al. Wiśniowa 988 42-455 Wałbrzych,[]
2496,Janina,Ułanowicz,kobieta,25-07-1993,ul. Willowa 639 56-866 Kutno,[]
2497,Marek,Stypa,mężczyzna,30-05-1992,aleja Towarowa 17/21 14-823 Jasło,"['Doskonały Komunikator', 'Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
2498,Cezary,Kiełbowicz,mężczyzna,23-07-2003,ul. Nadrzeczna 45 84-544 Chojnice,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
2499,Melania,Widłak,kobieta,20-09-1999,aleja Storczykowa 467 09-640 Bielsko-Biała,['Technologiczny Wizjoner']
2500,Olga,Strycharz,kobieta,22-01-2004,al. Wałowa 56/94 67-463 Siemianowice Śląskie,['Ambitny Naukowiec']
2501,Mariusz,Szymula,mężczyzna,10-09-2003,ulica Jagodowa 208 99-148 Sochaczew,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Doskonały Komunikator', 'Mistrz Kodowania']"
2502,Kajetan,Cieplucha,mężczyzna,12-03-1998,pl. Wiatraczna 678 70-187 Lubliniec,"['Innowacyjny Programista', 'Doskonały Komunikator', 'Mistrz Kodowania', 'Mistrz Kodowania']"
2503,Krystian,Podgórna,mężczyzna,04-02-1988,pl. Księżycowa 883 26-663 Szczecinek,['Zaangażowany Twórca']
2504,Kazimierz,Cuch,mężczyzna,18-12-1998,plac Wróblewskiego 60/78 50-988 Koszalin,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Technologiczny Wizjoner', 'Mistrz Kodowania']"
2505,Sebastian,Saternus,mężczyzna,08-09-1985,plac Kolonia 94/16 81-230 Jawor,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Ambitny Naukowiec']"
2506,Natasza,Gryga,kobieta,05-08-1988,plac Drzymały 78/74 47-356 Konin,"['Innowacyjny Programista', 'Doskonały Komunikator', 'Kreatywny Problem Solver', 'Zaangażowany Twórca']"
2507,Patryk,Stoch,mężczyzna,12-02-1993,plac Makowa 877 20-301 Bielawa,"['Ekspercki Analizator Danych', 'Doskonały Komunikator']"
2508,Krzysztof,Graban,mężczyzna,23-08-1994,plac Matejki 03/94 13-645 Bartoszyce,[]
2509,Tomasz,Uliasz,mężczyzna,05-08-1999,al. Zwycięstwa 28 91-113 Zawiercie,['Zaangażowany Twórca']
2510,Eryk,Jakóbiak,mężczyzna,12-11-2001,aleja Toruńska 35 16-581 Warszawa,[]
2511,Kornelia,Korta,kobieta,26-09-1991,aleja Staszica 32 39-874 Ząbki,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
2512,Eliza,Gęgotek,kobieta,22-08-1988,al. Władysława Jagiełły 692 97-726 Knurów,[]
2513,Kornelia,Krężołek,kobieta,18-02-2005,al. Storczykowa 29/54 16-231 Świebodzice,"['Wielki Odkrywca', 'Ekspercki Analizator Danych']"
2514,Kajetan,Kościelak,mężczyzna,03-12-1983,aleja Floriana 16/48 18-519 Kościan,"['Mistrz Kodowania', 'Guru Matematyki', 'Doskonały Komunikator', 'Doskonały Komunikator']"
2515,Łukasz,Bełz,mężczyzna,19-08-2005,aleja Piaskowa 70 41-135 Zgierz,"['Mistrz Kodowania', 'Ekspercki Analizator Danych']"
2516,Franciszek,Makurat,mężczyzna,12-04-2001,plac Hutnicza 41/47 74-866 Lębork,"['Doskonały Komunikator', 'Wielki Odkrywca', 'Doskonały Komunikator']"
2517,Wojciech,Bielat,mężczyzna,28-02-2004,al. Kasztanowa 35/59 62-220 Lublin,"['Doskonały Komunikator', 'Technologiczny Wizjoner']"
2518,Stefan,Niechciał,mężczyzna,14-01-1986,pl. Bociania 01/99 10-819 Żagań,"['Doskonały Komunikator', 'Zaangażowany Twórca']"
2519,Filip,Bryndza,mężczyzna,22-09-1985,al. Harcerska 77/58 18-162 Mysłowice,[]
2520,Albert,Heba,mężczyzna,07-11-1983,plac Kaliska 309 46-675 Częstochowa,"['Wielki Odkrywca', 'Innowacyjny Programista', 'Wielki Odkrywca']"
2521,Bruno,Cogiel,mężczyzna,05-05-1996,pl. Długa 99/80 30-436 Turek,[]
2522,Natan,Czuj,mężczyzna,19-11-2003,plac Kilińskiego 63 52-651 Łowicz,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
2523,Antoni,Myga,mężczyzna,15-01-1992,pl. Borówkowa 135 86-687 Suwałki,"['Ambitny Naukowiec', 'Mistrz Kodowania']"
2524,Dorota,Dynia,kobieta,30-12-1998,aleja Solidarnosci 38/58 71-627 Świecie,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Innowacyjny Programista', 'Guru Matematyki']"
2525,Liwia,Cylwik,kobieta,17-03-1994,al. Królewska 381 38-327 Dąbrowa Górnicza,[]
2526,Arkadiusz,Jezior,mężczyzna,14-11-1986,plac Srebrna 37 39-166 Ciechanów,[]
2527,Wiktor,Solarczyk,mężczyzna,30-11-1996,pl. Czarnieckiego 676 80-885 Sanok,"['Innowacyjny Programista', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
2528,Filip,Sadlak,mężczyzna,02-02-1996,ul. Bociania 685 25-733 Mińsk Mazowiecki,['Ekspercki Analizator Danych']
2529,Adam,Łuczyk,mężczyzna,03-08-1988,al. Piekarska 72/63 52-504 Oświęcim,"['Technologiczny Wizjoner', 'Guru Matematyki']"
2530,Mikołaj,Świgoń,mężczyzna,05-02-2004,al. Lazurowa 05 31-072 Częstochowa,"['Doskonały Komunikator', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
2531,Aleksander,Trzpil,mężczyzna,17-12-1991,pl. Szarych Szeregów 31/85 09-251 Zamość,[]
2532,Nela,Berek,kobieta,12-03-1993,ulica Wąska 74/04 77-125 Olsztyn,"['Kreatywny Problem Solver', 'Mistrz Kodowania', 'Wielki Odkrywca', 'Doskonały Komunikator']"
2533,Ignacy,Cholewka,mężczyzna,09-07-2001,ulica Gałczynskiego 41/68 93-985 Lubartów,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
2534,Daniel,Krzywonos,mężczyzna,03-08-1990,ul. Rejtana 937 85-217 Środa Wielkopolska,"['Guru Matematyki', 'Doskonały Komunikator', 'Wielki Odkrywca']"
2535,Marika,Wicha,kobieta,20-04-1991,plac Batalionów Chłopskich 36/55 52-472 Słupsk,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Technologiczny Wizjoner']"
2536,Fabian,Gal,mężczyzna,25-03-1998,plac Korfantego 69 29-679 Kościerzyna,[]
2537,Krzysztof,Dunal,mężczyzna,13-05-1999,ulica Narutowicza 49/07 48-048 Częstochowa,"['Wielki Odkrywca', 'Doskonały Komunikator']"
2538,Patryk,Wlaźlak,mężczyzna,27-05-1991,aleja Narcyzowa 10 85-338 Wieluń,"['Technologiczny Wizjoner', 'Innowacyjny Programista']"
2539,Sylwia,Kott,kobieta,12-12-1995,pl. Poznańska 42 41-706 Warszawa,[]
2540,Patryk,Gierach,mężczyzna,26-12-1993,aleja Morcinka 852 80-246 Grudziądz,"['Innowacyjny Programista', 'Technologiczny Wizjoner']"
2541,Oliwier,Ceran,mężczyzna,25-06-1996,al. Słonecznikowa 67/84 99-604 Słupsk,"['Mistrz Kodowania', 'Wielki Odkrywca']"
2542,Bruno,Olszyna,mężczyzna,28-11-1993,ulica Orkana 02 73-723 Koło,"['Technologiczny Wizjoner', 'Ambitny Naukowiec']"
2543,Paweł,Majerczyk,mężczyzna,12-04-2002,aleja Młyńska 71/77 73-685 Czechowice-Dziedzice,"['Technologiczny Wizjoner', 'Mistrz Kodowania', 'Mistrz Kodowania', 'Zaangażowany Twórca']"
2544,Mikołaj,Olchawa,mężczyzna,25-12-2000,ul. Wiślana 14 85-665 Będzin,"['Guru Matematyki', 'Ambitny Naukowiec']"
2545,Józef,Dzienisz,mężczyzna,25-02-1992,al. Miodowa 33/60 22-225 Oleśnica,[]
2546,Tobiasz,Danieluk,mężczyzna,02-05-1996,ul. Turystyczna 99 63-438 Jasło,"['Guru Matematyki', 'Doskonały Komunikator', 'Ambitny Naukowiec', 'Technologiczny Wizjoner']"
2547,Aurelia,Śleziak,kobieta,21-05-2003,al. Pułaskiego 527 93-608 Nowy Sącz,[]
2548,Kamil,Trzmiel,mężczyzna,11-02-1993,al. Sawickiej 148 68-818 Tomaszów Mazowiecki,"['Ekspercki Analizator Danych', 'Technologiczny Wizjoner', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
2549,Jędrzej,Prochownik,mężczyzna,06-01-2004,plac Podgórna 85/36 99-162 Głogów,[]
2550,Sandra,Hnat,kobieta,26-02-1993,ul. Robotnicza 17 63-084 Radom,"['Ekspercki Analizator Danych', 'Innowacyjny Programista', 'Mistrz Kodowania', 'Doskonały Komunikator']"
2551,Jerzy,Słomiany,mężczyzna,12-09-1996,ulica Wąska 317 65-419 Zakopane,[]
2552,Kamila,Szczechowicz,kobieta,26-03-1987,ulica Spokojna 26/68 83-148 Nysa,"['Wielki Odkrywca', 'Ambitny Naukowiec']"
2553,Mieszko,Wacław,mężczyzna,06-01-1991,pl. Tylna 07 61-661 Olkusz,['Wielki Odkrywca']
