ID,Imie,Nazwisko,P³eæ,Data urodzenia,Adres
2692,Krzysztof,Martyn,mê¿czyzna,1991-05-20,plac ¯abia 19 29-300 Jaworzno
2693,Ewa,Glenc,kobieta,2004-05-10,ul. Boles³awa Chrobrego 20/42 55-438 W¹growiec
2694,Klara,Rysz,kobieta,1986-12-04,ul. Liliowa 78 24-685 Boles³awiec
2695,Julita,Nowek,kobieta,1996-08-31,ulica Mickiewicza 61 22-989 Suwa³ki
2696,Mi³osz,S³oboda,mê¿czyzna,1993-02-20,aleja Koœcielna 64/11 45-907 Œwidnik
2697,Konstanty,Buczko,mê¿czyzna,1988-10-30,al. Daszyñskiego 665 24-199 Lubartów
2698,Sebastian,Lemieszek,mê¿czyzna,1993-02-23,ul. Willowa 78/84 47-572 Pi³a
2699,Gabriel,Kosak,mê¿czyzna,1995-10-21,aleja Wojciecha 63/53 62-298 Pruszcz Gdañski
2700,Adrian,Kolendo,mê¿czyzna,1984-02-08,aleja Rybacka 344 71-060 Skar¿ysko-Kamienna
2701,Witold,Grzenia,mê¿czyzna,2003-09-23,ulica Tartaczna 87 48-136 Krosno
2702,Tobiasz,Piesik,mê¿czyzna,2002-12-02,pl. Fredry 59 95-216 Wo³omin
2703,Adam,Zasêpa,mê¿czyzna,1995-11-11,plac Brzechwy 604 50-997 W³oc³awek
2704,Adam,Kucz,mê¿czyzna,2002-06-11,plac Srebrna 32/98 37-135 Stalowa Wola
2705,Adam,Wojtunik,mê¿czyzna,1986-01-24,ul. Malczewskiego 95/28 83-045 Œroda Wielkopolska
2706,Dariusz,Policht,mê¿czyzna,1995-11-07,aleja Jasna 43 23-871 Czerwionka-Leszczyny
2707,Marcin,Ciarka,mê¿czyzna,1997-10-28,al. Sarnia 65 18-492 Brzeg
2708,Arkadiusz,Rok,mê¿czyzna,2002-09-28,ul. Ksiê¿ycowa 53/72 62-918 Swarzêdz
2709,Krystian,Wawrzyn,mê¿czyzna,1992-02-13,ul. M³yñska 06 96-941 Ostrów Wielkopolski
2710,Maks,Ficner,mê¿czyzna,1994-03-24,ul. Lipowa 74/83 46-790 Wa³cz
2711,Jeremi,Kieszek,mê¿czyzna,2004-12-29,ul. Miarki 47/99 67-974 Koœcierzyna
2712,Sylwia,Pyza,kobieta,1991-08-05,al. Jagodowa 56/71 21-783 Cieszyn
2713,Kajetan,Krzystek,mê¿czyzna,1990-06-29,ulica Brzoskwiniowa 84/92 22-310 Miko³ów
2714,Maksymilian,Kosznik,mê¿czyzna,1999-09-02,aleja Je¿ynowa 611 59-567 Zabrze
2715,Daniel,Trzos,mê¿czyzna,2005-11-01,aleja Kraszewskiego 28 45-606 Che³m
2716,Ksawery,Muzyk,mê¿czyzna,1984-03-27,aleja Rzeczna 57/03 43-738 Jaros³aw
2717,Karol,Wac³awczyk,mê¿czyzna,1998-05-09,al. Tylna 85/60 07-288 Olsztyn
2718,Sylwia,Tylec,kobieta,1993-04-08,plac Chopina 249 92-256 Rzeszów
2719,Dariusz,Witos,mê¿czyzna,1984-04-10,ulica Kaliska 789 64-312 Szczecin
2720,Rafa³,¯ach,mê¿czyzna,1984-09-14,ul. Wczasowa 148 85-581 Stalowa Wola
2721,Oliwier,Muska³a,mê¿czyzna,1988-09-06,pl. Jadwigi 09/02 34-371 Starachowice
2722,Damian,Gryciuk,mê¿czyzna,2001-04-12,ulica Dolna 93/54 93-692 Luboñ
2723,Marcin,¯o³¹dŸ,mê¿czyzna,1983-01-20,ul. Kolonia 60/35 25-895 G³ogów
2724,Damian,Tymczyszyn,mê¿czyzna,2002-09-12,plac Dworcowa 11 04-602 Z¹bki
2725,Andrzej,Gaudyn,mê¿czyzna,1991-07-09,al. Rycerska 91 29-902 Kluczbork
2726,Karol,Wasyluk,mê¿czyzna,1988-10-13,ulica Cedrowa 50 21-881 Wejherowo
2727,Gustaw,Koœæ,mê¿czyzna,1995-03-27,plac Witosa 73/06 15-918 Lubliniec
2728,Maciej,Kuboñ,mê¿czyzna,1989-08-10,ulica Sybiraków 385 89-335 Inowroc³aw
2729,Ró¿a,Mejer,kobieta,1987-08-22,ul. Wrzosowa 64/33 80-012 Augustów
2730,Jan,Srokosz,mê¿czyzna,1983-06-03,plac Grottgera 25 31-798 Krotoszyn
2731,Józef,Bartel,mê¿czyzna,2003-07-08,plac ródlana 28/19 49-863 Kielce
2732,Justyna,Burzawa,kobieta,1997-04-11,aleja Batalionów Ch³opskich 370 55-694 I³awa
2733,Sandra,Muæko,kobieta,1992-01-25,ulica Morcinka 00 45-942 Sieradz
2734,Szymon,Wolff,mê¿czyzna,1985-12-18,pl. Modrzewiowa 549 11-768 Piastów
2735,Jakub,Cz³onka,mê¿czyzna,1997-05-18,ul. Skrajna 06 16-943 Kluczbork
2736,Hubert,S³omiany,mê¿czyzna,1989-07-30,al. Powstañców Œl¹skich 60/19 21-572 Cieszyn
2737,Olgierd,Wiese,mê¿czyzna,1998-01-27,aleja Listopada 867 74-756 Sosnowiec
2738,Anna Maria,Kusio,kobieta,1988-09-28,al. Asnyka 383 02-689 Œwidnik
2739,Nikodem,Berek,mê¿czyzna,2002-04-23,ulica Zakole 07 13-857 Swarzêdz
2740,Anita,Walusiak,kobieta,2004-02-11,aleja Ludowa 27/18 96-521 Bielsko-Bia³a
2741,Klara,Frydrychowicz,kobieta,2000-06-21,plac Zdrojowa 304 72-830 Legnica
2742,Igor,Bondaruk,mê¿czyzna,1997-11-04,ulica G³owackiego 42/27 87-256 Dzier¿oniów
2743,Eryk,Kranc,mê¿czyzna,2000-03-06,pl. Skoœna 31 43-802 Gniezno
2744,Julianna,Bryzek,kobieta,2003-05-12,ulica B³êkitna 70 25-215 Zgorzelec
2745,Wiktor,Breœ,mê¿czyzna,2001-06-05,ulica Spó³dzielcza 15/19 26-190 Przemyœl
2746,Nikodem,Gul,mê¿czyzna,2002-05-26,al. Rolna 18/62 21-813 Szczytno
2747,Gabriel,Komander,mê¿czyzna,1984-12-25,aleja S³onecznikowa 38/81 40-516 Œwiêtoch³owice
2748,Nicole,Saternus,mê¿czyzna,1994-02-22,aleja Prosta 968 97-856 Krotoszyn
2749,Eliza,Dubel,kobieta,2000-06-10,ul. Szkolna 98 99-791 Sosnowiec
2750,Olgierd,Fechner,mê¿czyzna,1990-01-11,pl. Nieca³a 45/50 74-436 Œwiecie
2751,Kaja,Szlaga,kobieta,1992-03-13,aleja Okrzei 68 03-512 Warszawa
2752,Hubert,Smolka,mê¿czyzna,1983-07-09,al. Zaciszna 49/33 38-291 Jas³o
2753,Rozalia,Rup,kobieta,1985-11-29,ulica Plater 25/21 22-472 Koszalin
2754,Cyprian,Szpara,mê¿czyzna,1997-07-26,al. £abêdzia 76/34 18-287 Z¹bki
2755,Micha³,Grab,mê¿czyzna,1987-08-07,plac ¯urawia 496 56-859 M³awa
2756,Konstanty,Bajko,mê¿czyzna,1994-03-21,pl. Daleka 64/56 59-218 Leszno
2757,Marek,Nawrotek,mê¿czyzna,1984-01-27,al. Przechodnia 29/03 48-023 Bia³a Podlaska
2758,Fryderyk,Cyroñ,mê¿czyzna,1992-03-04,al. Chmielna 68 45-382 Gi¿ycko
2759,Liwia,Jachimczak,kobieta,2003-09-24,al. Grottgera 530 74-266 Dêbica
2760,Aurelia,Dyjas,kobieta,1988-03-27,plac Je¿ynowa 862 91-031 Czerwionka-Leszczyny
2761,Kamila,Wujek,kobieta,1985-03-17,aleja Warszawska 36 69-376 Gniezno
2762,Anita,Kubaczyk,kobieta,1994-02-06,plac Sk³adowa 868 58-651 Jawor
2763,Krystyna,Bortkiewicz,kobieta,1990-03-10,aleja Wypoczynkowa 20 57-411 Bielsko-Bia³a
2764,Wiktor,Pietrus,mê¿czyzna,1993-10-28,ul. Wyspiañskiego 04/38 21-918 Siedlce
2765,Ignacy,Karpik,mê¿czyzna,1987-11-09,al. Lubelska 386 17-569 Wa³cz
2766,Cezary,Doktor,mê¿czyzna,1988-08-03,plac Hutnicza 362 03-593 Bydgoszcz
2767,Olga,Franiak,kobieta,1986-08-24,ul. Pó³nocna 11/68 78-325 Starachowice
2768,Inga,Mudlaff,kobieta,2005-07-01,al. Robotnicza 99/10 10-396 Sanok
2769,Franciszek,Kaziród,mê¿czyzna,1995-10-16,al. Dzia³kowa 762 35-937 Gorzów Wielkopolski
2770,Jeremi,Oleksik,mê¿czyzna,1996-07-07,pl. Ciasna 145 57-982 Skierniewice
2771,B³a¿ej,Jasnoch,mê¿czyzna,1992-02-20,ul. Staffa 260 95-168 Szczecin
2772,Karina,Kurbiel,kobieta,2000-05-15,al. Wiosenna 794 33-134 Bochnia
2773,Ernest,Malcher,mê¿czyzna,1998-03-01,plac Reja 281 84-237 Tomaszów Mazowiecki
2774,Urszula,Pedrycz,kobieta,1993-04-16,al. Dobra 11/28 40-860 Pruszków
2775,Cyprian,Ciesielka,mê¿czyzna,2004-10-02,ul. Reja 25/01 21-595 Jelenia Góra
2776,Arkadiusz,Parda,mê¿czyzna,1984-08-18,pl. Œl¹ska 26/85 30-825 Malbork
2777,Stanis³aw,Petrus,mê¿czyzna,1982-12-22,ulica Spokojna 05/51 62-755 Ostróda
2778,Kacper,Kondej,mê¿czyzna,1996-11-17,ul. Lipowa 943 27-084 Brzeg
2779,Andrzej,Krêpa,mê¿czyzna,2002-11-03,ul. D¹browskiej 31 44-336 Koœcierzyna
2780,Julianna,Niechcia³,kobieta,1990-12-22,al. Akacjowa 05 66-738 Che³m
2781,Maks,Doktór,mê¿czyzna,2001-02-24,aleja Solidarnosci 47 51-710 Sieradz
2782,Gaja,Damian,kobieta,1983-06-07,pl. Nowowiejska 50/05 63-308 Malbork
2783,Jakub,Hojda,mê¿czyzna,1986-05-24,al. Wiœlana 766 33-766 Ostrowiec Œwiêtokrzyski
2784,Przemys³aw,Prasek,mê¿czyzna,1996-05-22,plac Listopada 10 47-083 Bytom
2785,Gustaw,Ko¿uszek,mê¿czyzna,1986-07-15,plac Promienna 018 75-259 Kwidzyn
2786,Lidia,Kleinschmidt,kobieta,1999-07-26,al. Morska 012 39-926 Zawiercie
2787,Szymon,Kiepura,mê¿czyzna,2000-01-30,aleja Lwowska 35/68 13-308 Bydgoszcz
2788,Przemys³aw,Jankowicz,mê¿czyzna,1996-06-05,al. Chopina 88 68-317 Racibórz
2789,Iwo,Klekot,mê¿czyzna,1988-08-08,pl. Storczykowa 08/01 81-234 Ko³obrzeg
2790,Piotr,Solis,mê¿czyzna,1985-09-27,ul. Piekarska 059 90-377 Lêbork
2791,El¿bieta,Doroszkiewicz,kobieta,2001-07-05,plac Okulickiego 14 30-892 Tczew
2792,Dominik,Harasimiuk,mê¿czyzna,1983-01-14,ul. Orkana 88/17 09-683 Nowy Dwór Mazowiecki
2793,Kazimierz,Skuba³a,mê¿czyzna,1994-11-16,al. ¯ytnia 540 30-269 Ciechanów
2794,Kalina,Wiak,kobieta,1984-08-20,al. Borówkowa 781 41-532 Goleniów
2795,Damian,Tomaszkiewicz,mê¿czyzna,1984-08-10,al. Popie³uszki 795 40-549 Konin
2796,El¿bieta,Bodzak,kobieta,1997-08-20,al. Wspólna 811 07-474 Bochnia
2797,Szymon,Klama,mê¿czyzna,1999-05-27,ul. Skoœna 75 95-201 Tarnowskie Góry
2798,Jerzy,Jakóbik,mê¿czyzna,2002-09-23,ul. Rajska 56 54-697 Lubartów
2799,Ewa,Gotfryd,kobieta,1989-03-06,ulica Mickiewicza 70 80-755 ¯ory
2800,Robert,Bugno,mê¿czyzna,1992-09-20,ulica Czarnieckiego 520 81-236 Marki
2801,Tymon,Was¹¿nik,mê¿czyzna,2003-07-19,aleja Jod³owa 384 16-423 Piaseczno
2802,Ewelina,Przew³oka,kobieta,1994-10-21,aleja Sybiraków 93 78-260 Gliwice
2803,Mariusz,Gêbura,mê¿czyzna,1999-06-17,aleja Cyprysowa 76 33-367 Otwock
2804,Kalina,Gamrat,kobieta,1992-02-15,plac Górna 96/09 37-397 £uków
2805,Witold,Rajczak,mê¿czyzna,2001-06-18,ul. Zachodnia 142 02-852 Lubartów
2806,Patryk,Walasik,mê¿czyzna,1986-11-11,ul. Robotnicza 08 80-464 Stalowa Wola
2807,Tobiasz,Gryta,mê¿czyzna,1995-04-16,plac Kaszubska 476 46-853 Bia³ystok
2808,Norbert,Wasiewicz,mê¿czyzna,1996-10-08,pl. Browarna 16 10-560 Siedlce
2809,Ernest,Droœ,mê¿czyzna,1985-11-30,ulica W³adys³awa £okietka 04/63 28-799 Olsztyn
2810,Kajetan,B¹kiewicz,mê¿czyzna,1983-04-09,aleja Piwna 27/47 71-381 Lublin
2811,Stefan,Strzoda,mê¿czyzna,1993-10-03,ul. ¯abia 309 82-279 Lubliniec
2812,Alex,Œcibior,mê¿czyzna,1999-11-17,pl. Miodowa 033 60-595 Gorlice
2813,B³a¿ej,Zys,mê¿czyzna,2005-04-27,aleja Poznañska 65/45 13-459 Reda
2814,Andrzej,Stachów,mê¿czyzna,2000-08-03,ul. Rajska 769 85-345 Lubartów
2815,Przemys³aw,Rorat,mê¿czyzna,1988-02-07,pl. Niepodleg³oœci 913 48-095 Kutno
2816,Ró¿a,Schwarz,kobieta,1999-12-24,pl. Sk³odowskiej-Curie 42/88 75-045 Boles³awiec
2817,Ignacy,S³omian,mê¿czyzna,1991-06-14,plac Osiedlowa 800 52-186 Lêbork
2818,£ukasz,Miszta,mê¿czyzna,1998-07-10,ul. Rózana 384 91-819 P³ock
2819,Ksawery,Borejko,mê¿czyzna,1991-02-18,pl. ¯ytnia 53/23 64-536 Rybnik
2820,Kornelia,Rodzeñ,kobieta,1996-05-12,ul. Boles³awa Chrobrego 013 05-101 Starachowice
2821,Eryk,Stroka,mê¿czyzna,2002-11-18,ul. Baczynskiego 53 08-254 I³awa
2822,Artur,Janisz,mê¿czyzna,2004-10-10,aleja Œciegiennego 22/00 01-800 Toruñ
2823,Adam,Œwit,mê¿czyzna,1996-05-19,al. Waryñskiego 33 97-307 Ruda Œl¹ska
2824,Micha³,Warczak,mê¿czyzna,1992-03-10,aleja Pogodna 754 15-263 Ruda Œl¹ska
2825,Oskar,Sydor,mê¿czyzna,1983-11-26,plac Rajska 911 84-685 Siemianowice Œl¹skie
2826,Leonard,Krystkowiak,mê¿czyzna,2002-05-30,ul. Staffa 54/31 95-119 Police
2827,Marika,Barej,kobieta,1999-09-09,aleja Widok 24 56-700 Lubartów
2828,Robert,Bylina,mê¿czyzna,1992-05-10,pl. Mi³osza 97 83-056 Wrzeœnia
2829,Alex,Och,mê¿czyzna,1987-04-29,pl. Œl¹ska 99 43-622 Suwa³ki
2830,Oliwier,Chachaj,mê¿czyzna,1986-09-09,plac Lotnicza 428 08-652 Radom
2831,Andrzej,Gryka,mê¿czyzna,1984-11-11,pl. Morelowa 969 82-337 ¯agañ
2832,Aleks,Szwa³ek,mê¿czyzna,1990-02-18,aleja Norwida 04/56 14-935 Opole
2833,Marcin,Kuœka,mê¿czyzna,1986-07-20,plac Opolska 69 68-876 Sopot
2834,Norbert,Dery³o,mê¿czyzna,2001-03-31,aleja Cmentarna 686 48-512 P³ock
2835,Agnieszka,Zawartka,kobieta,1983-01-22,ul. S³oneczna 13/63 02-066 Reda
2836,Krystyna,Gral,kobieta,1983-05-29,ulica Wi¹zowa 08/38 14-390 Jaworzno
2837,Anastazja,NiedŸwiadek,kobieta,1986-12-22,al. Brzoskwiniowa 71/38 82-730 Krotoszyn
2838,Anita,Bródka,kobieta,1985-02-01,aleja Podleœna 796 02-577 Chrzanów
2839,Mieszko,Tryka,mê¿czyzna,1984-05-11,al. Witosa 80 25-123 Tychy
2840,Tymon,Behrendt,mê¿czyzna,2001-05-22,aleja Floriana 56/86 75-620 Luboñ
2841,Roksana,Kapciak,kobieta,1983-07-28,al. Leszczynowa 80/61 97-282 Nowy Dwór Mazowiecki
2842,Kazimierz,Towarek,mê¿czyzna,1984-01-27,al. Piwna 276 96-892 Elbl¹g
2843,Nataniel,GuŸniczak,mê¿czyzna,1985-08-14,aleja Opolska 30 26-365 P³oñsk
2844,Aleksander,Marat,mê¿czyzna,2005-09-18,pl. Szczêœliwa 25/59 77-001 Grodzisk Mazowiecki
2845,Inga,Patora,kobieta,2003-04-03,pl. Zwyciêstwa 00 68-245 Nysa
2846,Piotr,Murat,mê¿czyzna,2001-08-30,al. Tuwima 43 18-100 M³awa
2847,Krzysztof,Sieg,mê¿czyzna,1995-09-16,al. Warszawska 83 04-992 Skierniewice
2848,Dagmara,Wietecha,kobieta,2001-10-25,ulica Szafirowa 82 18-474 Jastrzêbie-Zdrój
2849,Konrad,Morek,mê¿czyzna,1988-05-02,aleja S³owicza 374 42-561 Pruszcz Gdañski
2850,Albert,Oleœkiewicz,mê¿czyzna,1991-05-08,ulica Kolejowa 97/96 85-547 Nowa Ruda
2851,Sonia,Sykut,kobieta,1987-03-20,aleja ¯eromskiego 53 71-790 Brodnica
2852,Ignacy,Skutnik,mê¿czyzna,2001-02-17,al. Czêstochowska 581 67-858 Ostrów Mazowiecka
2853,Anna Maria,Sojda,kobieta,1985-09-12,ulica Dworcowa 67/99 26-656 Sopot
2854,Ernest,Litwiñczuk,mê¿czyzna,1998-10-30,aleja Pszenna 41/95 26-701 Gdynia
2855,Ewa,Delikat,kobieta,1985-06-19,plac Tylna 49/78 83-529 Zakopane
2856,Kalina,Czubaszek,kobieta,1999-10-30,al. Na³kowskiej 223 46-377 Dêbica
2857,Micha³,Rajman,mê¿czyzna,1987-08-13,ul. Kielecka 08/87 69-499 Dêbica
2858,Gustaw,Dadej,mê¿czyzna,1984-10-16,pl. Korczaka 52/21 43-324 Dêbica
2859,Klara,Kie³bik,kobieta,1989-10-10,ulica Targowa 198 85-656 Gdynia
2860,Wojciech,Smardz,mê¿czyzna,2002-02-19,al. Zamkowa 86 31-585 Starachowice
2861,Melania,Machoñ,kobieta,1998-01-16,ul. Torowa 207 99-558 Lublin
2862,Tymon,Duda³a,mê¿czyzna,1990-08-01,aleja M³yñska 849 16-030 Chorzów
2863,Alan,Niedoœpia³,mê¿czyzna,1989-03-07,pl. Okrê¿na 994 53-091 W³oc³awek
2864,Ryszard,Ma³yszek,mê¿czyzna,2003-04-22,plac M³yñska 32 34-381 M³awa
2865,Klara,Janowiak,kobieta,1983-01-31,ulica Spó³dzielcza 258 46-718 K³odzko
2866,Kornel,Zapiór,mê¿czyzna,2005-01-16,pl. Konstytucji 3 Maja 15/70 18-350 Swarzêdz
2867,Mariusz,Smolec,mê¿czyzna,1996-06-01,ulica Andersa 22 80-312 Knurów
2868,Kajetan,Brzykcy,mê¿czyzna,2002-11-18,ul. Ogrodowa 245 35-115 Krotoszyn
2869,Norbert,Duchnik,mê¿czyzna,1997-10-24,ul. Wierzbowa 975 75-924 ¯agañ
2870,Olga,Dar³ak,kobieta,1985-10-22,pl. Jesionowa 26 44-740 Legnica
2871,Lidia,Staniewicz,kobieta,1995-09-24,ul. Myœliwska 77/95 94-448 W¹growiec
2872,Dariusz,Cybul,mê¿czyzna,1988-03-27,ulica Odrzañska 93/76 13-738 £om¿a
2873,Bruno,Koœcielak,mê¿czyzna,1996-10-24,al. Czêstochowska 581 13-325 £uków
2874,Oskar,Fronia,mê¿czyzna,1984-05-04,aleja Mazowiecka 746 03-592 Œwiebodzice
2875,Anastazja,Jêdryczka,kobieta,1996-06-02,al. Brzechwy 85/48 96-300 Wyszków
2876,Kacper,Guzdek,mê¿czyzna,1991-11-11,pl. S³owackiego 233 42-808 Radom
2877,Marcel,Maœlach,mê¿czyzna,1992-03-12,aleja Rybacka 96 41-408 Lublin
2878,Oliwier,Powa³a,mê¿czyzna,1998-02-24,plac Zapolskiej 28 81-388 Olsztyn
2879,Maciej,Hulbój,mê¿czyzna,2005-07-01,al. Solidarnosci 240 71-264 ¯yrardów
2880,Cyprian,Tec³aw,mê¿czyzna,2003-03-10,aleja Królewska 382 83-853 Gdynia
2881,Borys,Fornalik,mê¿czyzna,1997-02-12,aleja Kreta 50 48-674 Koszalin
2882,Robert,Capiga,mê¿czyzna,2004-05-30,aleja Piekarska 75/69 70-908 Jawor
2883,Dominik,Nojek,mê¿czyzna,1994-07-23,al. Daleka 65/31 59-253 Cieszyn
2884,Anna Maria,Sza³kiewicz,kobieta,1983-10-05,ul. Morska 97 48-725 Czechowice-Dziedzice
2885,Stefan,Boguœ,mê¿czyzna,1994-02-24,ulica Malinowa 09/64 57-016 Koœcierzyna
2886,El¿bieta,Niklewicz,kobieta,1991-02-17,ul. Tuwima 960 81-254 Ruda Œl¹ska
2887,Eryk,Korgul,mê¿czyzna,1991-11-25,aleja Na³kowskiej 09 39-125 Swarzêdz
2888,Blanka,Zapaœnik,kobieta,1998-01-30,al. Wiklinowa 62/30 31-398 Rybnik
2889,Adrianna,Szczypek,kobieta,1995-02-04,ul. Przechodnia 98/90 04-852 Stalowa Wola
2890,Karina,Pleban,kobieta,2005-06-02,ul. Z³ota 46/83 16-436 Oleœnica
2891,Mariusz,M¹drzyk,mê¿czyzna,2001-02-28,pl. Storczykowa 25/97 64-241 Sosnowiec
2892,Norbert,Latacz,mê¿czyzna,1993-01-14,al. Cegielniana 52 58-921 Kêdzierzyn-KoŸle
2893,Anita,Marat,kobieta,1987-07-23,aleja Andersa 062 54-416 Brzeg
2894,Jacek,Milczarczyk,mê¿czyzna,2000-05-29,plac Mi³osza 33 33-803 Goleniów
2895,Eliza,Bujko,kobieta,1998-03-24,aleja Koœciuszki 33/28 67-011 Mielec
2896,Eliza,Jakóbiak,kobieta,2001-11-10,ulica Rzemieœlnicza 47 66-184 S³upsk
2897,Maks,Cal,mê¿czyzna,1995-11-15,pl. Solidarnosci 11 05-965 E³k
2898,Hubert,Duczek,mê¿czyzna,2000-04-25,plac Konstytucji 3 Maja 285 80-899 Kraków
2899,Andrzej,Rorat,mê¿czyzna,1994-08-07,aleja Toruñska 047 73-500 Jas³o
2900,Tymon,Pêdrak,mê¿czyzna,1984-07-19,ul. Wolnoœci 69 04-900 Œrem
2901,Konrad,Kohnke,mê¿czyzna,1983-06-03,al. Je¿ynowa 154 19-571 Sochaczew
2902,Kajetan,Kapuœcik,mê¿czyzna,1992-09-12,aleja Miodowa 200 28-445 Pabianice
2903,Dariusz,Szyma³a,mê¿czyzna,1998-11-05,pl. Piekarska 36 68-297 Stargard Szczeciñski
2904,Kornelia,Roczniak,kobieta,2001-07-27,ul. Dzia³kowa 59 91-818 Opole
2905,Aleksander,Wiêckiewicz,mê¿czyzna,1993-09-08,ulica Ciasna 61/49 10-684 K³odzko
2906,Lidia,Gwizdek,kobieta,1985-01-22,ulica Poziomkowa 804 81-583 Gorzów Wielkopolski
2907,Jêdrzej,Michalczak,mê¿czyzna,1986-03-09,ulica Kowalska 69/41 74-221 Stargard Szczeciñski
2908,Natasza,Drynda,kobieta,1985-12-29,aleja Górska 62/67 16-288 Bia³ogard
2909,Wiktor,£epek,mê¿czyzna,2004-02-21,aleja Fio³kowa 424 98-141 Dzier¿oniów
2910,Ewelina,Gregorek,kobieta,1987-09-30,aleja Solidarnosci 64 26-731 Piaseczno
2911,Piotr,Maszkiewicz,mê¿czyzna,1986-07-31,al. Zaciszna 68 71-240 E³k
2912,Kornelia,Kuczak,kobieta,1995-12-04,al. Reja 498 53-999 £aziska Górne
2913,Gaja,Paliga,kobieta,2001-12-19,ul. Piwna 20 83-689 Ko³o
2914,Stanis³aw,Judek,mê¿czyzna,1993-08-07,ul. Konstytucji 3 Maja 14 62-428 Koœcierzyna
2915,Alex,Kasica,mê¿czyzna,1991-05-05,al. D³ugosza 245 30-790 Ostróda
2916,Krzysztof,Ankiewicz,mê¿czyzna,2002-12-01,ul. Pocztowa 27 16-666 Grudzi¹dz
2917,Fryderyk,Miêkus,mê¿czyzna,1993-07-20,ulica Spokojna 10 02-547 Stargard Szczeciñski
2918,Melania,Borysewicz,kobieta,1984-05-05,ulica Zau³ek 604 87-201 Bielsko-Bia³a
2919,Adam,Dorobisz,mê¿czyzna,2001-06-01,pl. Asnyka 47 84-373 Stargard Szczeciñski
2920,Julita,Miœko,kobieta,1985-06-14,plac Ludowa 754 82-955 Œwidnik
2921,Marek,Luks,mê¿czyzna,1992-05-03,ul. Ko³³¹taja 00 22-429 Wieluñ
2922,Tadeusz,Lamch,mê¿czyzna,1992-12-21,aleja Korfantego 57/57 36-847 Tomaszów Mazowiecki
2923,Borys,Dybaœ,mê¿czyzna,2001-07-02,plac Kosynierów 90/33 62-709 £ódŸ
2924,Stanis³aw,Matacz,mê¿czyzna,1998-09-22,ul. £abêdzia 859 53-856 I³awa
2925,Gustaw,Wiaderek,mê¿czyzna,2003-10-09,plac ¯urawia 34 38-005 Pabianice
2926,Eliza,Cieæko,kobieta,2003-12-29,ul. Torowa 62/20 40-005 Bielawa
2927,Cezary,Peszko,mê¿czyzna,2002-03-20,al. S³owicza 52/86 10-129 Ruda Œl¹ska
2928,Piotr,Kamyk,mê¿czyzna,1998-12-09,pl. Stroma 88/29 25-717 Nysa
2929,Kalina,Fija³ek,kobieta,1991-02-21,aleja Krasickiego 794 48-667 Gdynia
2930,Alex,M³ot,mê¿czyzna,2005-11-07,ulica Jesienna 34/27 26-797 Knurów
2931,Franciszek,Woroch,mê¿czyzna,1992-05-31,plac Storczykowa 12/81 34-247 Tarnobrzeg
2932,Micha³,Majczyna,mê¿czyzna,1983-03-09,aleja Kiliñskiego 91/88 52-476 G³ogów
2933,Julian,Iwanow,mê¿czyzna,1990-11-14,ul. Pszenna 95/30 74-171 Swarzêdz
2934,Miko³aj,Zackiewicz,mê¿czyzna,1993-01-20,al. Okulickiego 63/41 66-248 Ostrowiec Œwiêtokrzyski
2935,Sylwia,Plizga,kobieta,1985-07-10,al. Sowia 84 67-654 Inowroc³aw
2936,Nikodem,Felisiak,mê¿czyzna,1998-02-27,al. Lubelska 09/54 86-977 ¯ory
2937,Hubert,Pietrewicz,mê¿czyzna,1987-05-04,aleja Szymanowskiego 097 85-086 Dzier¿oniów
2938,Rados³aw,Otremba,mê¿czyzna,1994-03-30,plac Leœna 94 10-528 Kraœnik
2939,Gabriel,Mêdrala,mê¿czyzna,1997-11-06,ulica Witosa 331 83-396 £uków
2940,Rozalia,Kohnke,kobieta,2003-01-12,aleja Brzozowa 97/19 32-263 Kraœnik
2941,Klara,Wolff,kobieta,1985-12-27,ul. Storczykowa 13 21-651 Siedlce
2942,Marianna,Pasiak,kobieta,1998-02-15,ulica Bukowa 50 51-538 Radomsko
2943,Bianka,Hanusiak,kobieta,1989-01-03,ulica W³adys³awa £okietka 06/80 31-094 Ostrów Wielkopolski
2944,Alan,Tabisz,mê¿czyzna,1988-10-30,ul. Morelowa 835 49-244 Malbork
2945,Ernest,Kutnik,mê¿czyzna,1997-09-02,pl. Piêkna 207 64-848 Bia³a Podlaska
2946,Jeremi,£obacz,mê¿czyzna,1990-04-29,ulica Prusa 85 44-474 Kluczbork
2947,Kornelia,Rolak,kobieta,1990-11-20,plac Cyprysowa 214 82-913 Krotoszyn
2948,Anastazja,Wawrzyn,kobieta,1994-10-22,pl. Leszczynowa 93 99-152 Oleœnica
2949,Konrad,Pawliszyn,mê¿czyzna,1989-07-20,ul. Solidarnosci 68/36 49-526 Wyszków
2950,Sebastian,Barej,mê¿czyzna,1986-07-15,ulica Kaliska 39 16-627 Nowy Dwór Mazowiecki
2951,Konstanty,Zaranek,mê¿czyzna,1984-01-18,aleja Pocztowa 15/08 80-897 Chorzów
2952,Konrad,Suda,mê¿czyzna,2002-12-19,ulica Swierkowa 212 87-248 Wo³omin
2953,Kornelia,Hyjek,kobieta,1984-11-19,plac Morcinka 762 33-873 Racibórz
2954,Wiktor,Brodowicz,mê¿czyzna,1998-10-08,ul. Ceglana 73 57-020 Poznañ
